entityID	wikidataID	label
16003	Q693487	Puerto Plata Province
16004	Q156743	Ternopil
16005	Q3915355	Shall-Zwall
16006	Q1276025	Kisii people
16007	Q648758	North Bačka District
16008	Q5275642	Diggers
16009	Q15257011	Federated Malay States
16010	Q7825	World Trade Organization
16011	Q14615000	Philippines
16012	Q617333	Franco-Spanish War (1635–1659)
16013	Q36808	Tzeltal
16014	Q794239	Azua Province
16015	Q6944666	Mwanga language
16016	Q3494723	Moravske Toplice Municipality
16017	Q103084	flag of Burundi
16018	Q5684097	Havu
16019	Q20804538	Governor of the Northern Mariana Islands
16020	Q4853794	Berane Municipality
16021	Q56045	Basic Law for the Federal Republic of Germany
16022	Q8391521	Duchy of Courland and Semigallia
16023	Q36663	Urhobo
16024	Q8292549	Basutoland
16025	Q12953532	Bhalay-Gowlan language
16026	Q28169761	Mahabubabad district
16027	Q15616509	Northwestern Tamang
16028	Q1013556	Halebidu
16029	Q84050225	Maps of Colchis
16030	Q1064909	Miyoshi Nagayoshi
16031	Q173170	Tuvan akşa
16032	Q12755	Canton of Jura
16033	Q975894	Lugbara people
16034	Q42462	York
16035	Q4913807	Bina language
16036	Q4494781	ǂAakhoe dialect
16037	Q7242857	Pridnestrovian Moldavian Soviet Socialist Republic
16038	Q2863003	ABCA Armies
16039	Q12631954	Guriaso
16040	Q6994361	Ugandan people
16041	Q181800	Juche
16042	Q1137	Lorraine
16043	Q56475	Hausa
16044	Q109120	emblem of Eritrea
16045	Q19809	Christmas
16046	Q53814455	Alboanien/ha
16047	Q3123425	geography of West Bengal
16048	Q27103992	Bangladesh
16049	Q41474	Kingstown
16050	Q182404	emblem of Kazakhstan
16051	Q264180	Hebron Governorate
16052	Q3515084	North Giziga
16053	Q4136730	Герб Российского государства (проекты 1918—1919)
16054	Q542304	Angolan angolar
16055	Q7637021	Sumau
16056	Q325261	satellite state
16057	Q6834760	Films shot in Panama
16058	Q7818692	Tombonuwo language
16059	Q10883239	京西北路
16060	Q35819	Mafa
16061	Q194339	Bahamian dollar
16062	Q503370	Kraków złoty
16063	Q5465	Cape Town
16064	Q32706	Dioula language
16065	Q36112	Njen
16066	Q8391532	Duchy of Warsaw
16067	Q704408	Imperial Diet
16068	Q6045158	Bolivia
16069	Q573467	Karas Region
16070	Q12713	Thurgau
16071	Q1063689	Eastern Japan
16072	Q36315	Kon Tum
16073	Q38807	Suva
16074	Q84122611	Maps of Travancore
16075	Q744159	Washington's Birthday
16076	Q4960502	Brem
16077	Q98964	Sejm of the Republic of Poland
16078	Q56523	Miami-Illinois
16079	Q36672	Bình Phước
16080	Q5618041	Gumawana
16081	Q33402	Luwati
16082	Q4961835	Breri
16083	Q36373	Nyong
16084	Q12953909	Southwestern Tarahumara
16085	Q2668355	Limbu people
16086	Q3132850	Shin Sawbu
16087	Q6380394	Kayagar
16088	Q4439776	Старая Рязань
16089	Q9438070	Emperors of Thessalonica
16090	Q28968160	Vanessa D'Ambrosio
16091	Q924698	Odranci Municipality
16092	Q14784066	President of Kenya
16093	Q823443	Comayagua Department
16094	Q78869	Alexander Van der Bellen
16095	Q3826766	Lando Conti
16096	Q24831157	江西省
16097	Q27075219	Rusiä İmperiäse
16098	Q36621	Ki language
16099	Q17182098	Hix
16100	Q7790	history of Portugal
16101	Q35199	Shingini language
16102	Q3580152	North Efate
16103	Q1326878	Tannu Uriankhai
16104	Q1275341	Fengjian
16105	Q19889633	Royaume de Hongrie (1920-1946)
16106	Q170604	New France
16107	Q3915677	Umbuygamu
16108	Q19363100	Films shot in Equatorial Guinea
16109	Q3625498	Siege of Naples
16110	Q192119	Sisak
16111	Q9435989	Muscovy
16112	Q1459699	Viktor Yushchenko
16113	Q8069593	Births in Rajasthan
16114	Q7785	Commonwealth of Nations
16115	Q5166	'Auhelawa
16116	Q1028110	Enshi City
16117	Q3335387	Nalik
16118	Q42843	.km
16119	Q8678282	People of the Roman Empire
16120	Q6003399	Imari Obadele
16121	Q84115035	Maps of Chēnlà
16122	Q274460	Édouard Thilges
16123	Q3504321	Asur
16124	Q583619	Owerri
16125	Q633359	Dhundari
16126	Q3469737	Saliba
16127	Q7379420	Rumu
16128	Q28213	Alutor
16129	Q12953686	Mahali
16130	Q616221	Trust Territory of Somalia
16131	Q12953277	Kairui-Midiki
16132	Q18338206	Auvergne-Rhône-Alpes
16133	Q5763782	Lesser Poland Province of the Polish Crown
16134	Q14916877	Kamar
16135	Q302045	Post-Soviet states
16136	Q1124402	Tughlaq dynasty
16137	Q385836	Sharifian Army
16138	Q586657	Cuba
16139	Q206564	Hälsingland
16140	Q7129739	Pana
16141	Q10860505	Frankish
16142	Q820486	Dix-Huit Montagnes
16143	Q3360370	Padoe
16144	Q18698562	Emirate of Sicily
16145	Q10729672	東周國
16146	Q35431	Suwu language
16147	Q3510883	Senate of the Roman Empire
16148	Q7482586	Deaths in Hungary
16149	Q1999008	geography of Tanzania
16150	Q17379638	Amara
16151	Q188409	Yevgeny Shevchuk
16152	Q1285499	Government of Serbia
16153	Q7414970	San Miguel Piedras Mixtec
16154	Q4368249	Iceland
16155	Q4091878	Yuzhakov Big Encyclopedia
16156	Q1052211	China Heroically Stands in the Universe
16157	Q6015984	Independence Day
16158	Q867117	Colón Department
16159	Q7084570	Lebanon
16160	Q10631925	Pini language
16161	Q41299204	Basoga
16162	Q154059	The Horst Wessel Song
16163	Q1261892	Jabal Sawda
16164	Q59778	Church of Greece
16165	Q5211865	Dama
16166	Q5456893	flag of the Tuvan People's Republic
16167	Q7852641	Tumleo
16168	Q8051428	Yela
16169	Q11133894	江南西路
16170	Q17633154	Government of Honduras
16171	Q487089	Fergana Region
16172	Q4261493	Liki
16173	Q3141	Melbourne
16174	Q2726867	Kannauji
16175	Q10781185	WikiProject Israel
16176	Q32754787	أشخاص من كولومبيا الكبرى
16177	Q316823	Petre Roman
16178	Q3762993	Giancarlo Zoli
16179	Q1064482	Khitan language
16180	Q30277422	Frankrik/ha
16181	Q6839391	Films shot in Bahrain
16182	Q11002851	Etebi
16183	Q3124026	culture of Saudi Arabia
16184	Q15710848	head of state of the Central African Republic
16185	Q33052	Bemba
16186	Q16610	Treinta y Tres Department
16187	Q27434946	Northern Huishui language
16188	Q35194	Cung language
16189	Q6482727	Lamu-Lamu
16190	Q7802050	Tilapa Otomi
16191	Q1450662	Government of France
16192	Q188	German
16193	Q8365660	Deaths in Uganda
16194	Q591194	Misiones Department
16195	Q3501942	Guerrero Amuzgo
16196	Q13381335	Constitution of the Republic of Cape Verde (1992)
16197	Q15959365	原国
16198	Q7188298	Phukha
16199	Q11300818	Uganda
16200	Q3094811	Mid Wales
16201	Q3915454	Zora language
16202	Q3247924	Dominican people
16203	Q63341260	Phuma language
16204	Q3441672	Sentani
16205	Q2868	Lima
16206	Q7427547	Sauri
16207	Q11602127	Daiichi Bank
16208	Q9062213	Cape Colony
16209	Q7187991	Phrae Pwo language
16210	Q1772860	Gandhinagar district
16211	Q56502	Samaritan Hebrew
16212	Q75809	Lutheranism
16213	Q13583581	Sindihui Mixtec
16214	Q586818	León Department
16215	Q14114	Bima
16216	Q16122210	Krishan Kant Paul
16217	Q42042591	Burundi/hf
16218	Q3913830	Panyjima language
16219	Q2802914	East Teke language
16220	Q602358	Brockhaus and Efron Encyclopedic Dictionary
16221	Q11127231	Makhuwa-Marrevone
16222	Q41454	.gl
16223	Q2118306	geography of Scotland
16224	Q15961705	ENS Anwar El Sadat
16225	Q1204549	Xikang
16226	Q8050346	Yaur
16227	Q60181981	Lord of Molina
16228	Q5397551	Ese
16229	Q171124	flag of Guyana
16230	Q6155842	Azerbaijani people
16231	Q3441387	Zangwal
16232	Q397	Latin
16233	Q7675300	Tagol language
16234	Q183539	County Louth
16235	Q35483	Izon
16236	Q3200633	Kuruáya
16237	Q133156	colony
16238	Q2087713	Morbi
16239	Q485496	Shymkent
16240	Q3287127	Manusela language
16241	Q626814	Government of South Korea
16242	Q225189	Portalegre District
16243	Q55502624	Monarch of the Kingdom of León
16244	Q867219	Kalangala District
16245	Q3507954	Abaga
16246	Q44444	geography of Mali
16247	Q7235794	Guatemala
16248	Q10488275	Independence Day
16249	Q5535164	geography of Karnataka
16250	Q12645568	Western Keres
16251	Q213189	Erbil Governorate
16252	Q36401	Punu
16253	Q17579219	Beiping
16254	Q8053828	Yirrk-Thangalkl dialect
16255	Q16105972	Michel Kafando
16256	Q10815306	North Macedonia
16257	Q170041	Golestan Province
16258	Q22711	Pennsylvania German
16259	Q194284	General Agreement on Tariffs and Trade
16260	Q56688	Alamblak
16261	Q2502949	Bena language
16262	Q2414435	Bolivian peso
16263	Q15936775	Lin'an Prefecture
16264	Q47940	Bălănești Hill
16265	Q36094	Kanuri
16266	Q380764	Sukhothai
16267	Q35654	Firth of Clyde
16268	Q19660	Bucharest
16269	Q831578	Brazilian cruzeiro real
16270	Q19180675	Small Brockhaus and Efron Encyclopedic Dictionary
16271	Q191616	Békés County
16272	Q6432786	Korwa
16273	Q56071	Grottammare
16274	Q7636966	Sumariup
16275	Q37085	Solomon
16276	Q7087743	Ecuadorian people
16277	Q681821	Wokha district
16278	Q14426340	Burials in Cuba
16279	Q25648849	132
16280	Q1764282	Balasagun
16281	Q1455371	Algeria
16282	Q669802	Quiché Department
16283	Q58087	Iurie Leancă
16284	Q3401753	Prime Minister of the Democratic Republic of the Congo
16285	Q159986	flag of Zimbabwe
16286	Q183187	Fahd bin Abdulaziz Al Saud
16287	Q3539711	Sheema District
16288	Q3441595	Alekano
16289	Q605021	Maragheh
16290	Q9836985	County of Barcelona
16291	Q497345	Main-Franconian
16292	Q3303572	Mbula
16293	Q14937817	Kingdom_of_Greece
16294	Q866345	Grand Bahama
16295	Q31026	Yaren District
16296	Q2748844	culture of Afghanistan
16297	Q6747925	Mandaya
16298	Q2245851	riffan
16299	Q193233	Aegukga
16300	Q43582	.np
16301	Q8684271	Northern Liang
16302	Q5994495	Iha language
16303	Q5528771	Gayil language
16304	Q646718	Cheq Wong language
16305	Q1649	Oklahoma
16306	Q3449842	Dura
16307	Q973951	Zbruch River
16308	Q815171	Siege of Luxembourg
16309	Q60965524	Syro-Lebanese pound
16310	Q2073	Komi Republic
16311	Q128702	John A. Macdonald
16312	Q3347070	Gutob language
16313	Q1432599	Inishowen
16314	Q472	Sofia
16315	Q330818	Aghjabadi District
16316	Q23729455	Simplice Sarandji
16317	Q5313405	Duli language
16318	Q56672	Lotuko language
16319	Q57315	Salva Kiir Mayardit
16320	Q35575	Huichol
16321	Q846161	North Bank Division
16322	Q4368574	Slovenia
16323	Q336299	Pincez Tous vos Koras, Frappez les Balafons
16324	Q259307	Hidegkuti Nándor Stadium
16325	Q3211090	Lovono language
16326	Q2495862	congress
16327	Q63311321	Eastern Subanen
16328	Q8082309	Births in Haiti
16329	Q63257803	Central Bontok language
16330	Q1531570	Global Biodiversity Information Facility
16331	Q49773	social movement
16332	Q57413	Alassane Dramane Ouattara
16333	Q6374863	Kasua
16334	Q35490	Garifuna
16335	Q710775	Alaa Hussein Ali aljabr
16336	Q36907	Nam Định
16337	Q5228140	Davani dialect
16338	Q65189519	Mayor of Épinoy
16339	Q19951027	Fès-Meknès
16340	Q56265	Nggwahyi
16341	Q11028278	Denmark
16342	Q188373	South Bohemian Region
16343	Q32690880	Sultanate of Egypt
16344	Q3914441	Idun language
16345	Q30966	Alofi
16346	Q8607294	Maps of Armenia
16347	Q42689	.nr
16348	Q8969551	Counts of Champagne
16349	Q2314963	Kingdom of Cusco
16350	Q59155	Arvind Kejriwal
16351	Q32755295	مواليد في إيالة مصر
16352	Q176296	Verkhovna Rada
16353	Q3913931	Shanga
16354	Q30301471	Frankrik/fe
16355	Q1281107	House of Assembly of Kiribati
16356	Q125863	Yamagata Prefecture
16357	Q156090	Maimbung
16358	Q3967967	Stadion im. Złotej Jedenastki Kazimierza Górskiego
16359	Q708159	New Silesia
16360	Q311415	Túpac Inca Yupanqui
16361	Q24457	Kneiff
16362	Q8241	Bulgaria
16363	Q1229869	Iganga District
16364	Q6408020	Kilmeri
16365	Q2066	Essen
16366	Q11150446	Togo
16367	Q1053789	Central Division
16368	Q2001582	Northwest
16369	Q7148294	Third Dynasty of Egypt
16370	Q5832	Axum
16371	Q244236	Qabala
16372	Q3241690	Grand'Anse Mahé
16373	Q33595	Iraqw
16374	Q56510	Mojave
16375	Q33786	Sidamo
16376	Q5001255	Busami
16377	Q500459	Supreme Court of Finland
16378	Q15944563	château de Rindown
16379	Q2167573	Antankarana Malagasy
16380	Q193494	Afar
16381	Q907052	Shuri Castle
16382	Q11732478	Mosimo
16383	Q33675	Nuer
16384	Q6993044	Lebanese people
16385	Q301116	Nimboran
16386	Q173371	Bantu people
16387	Q3832982	ǁAni language
16388	Q3198703	Kono
16389	Q22094575	Maps of Colombia
16390	Q320367	Eretria
16391	Q5638511	Hagahai language
16392	Q3436832	Oko-Juwoi
16393	Q84078335	Maps of Dutch Brazil
16394	Q15634505	Namat
16395	Q180330	Farah
16396	Q10977626	Ikizu
16397	Q157781	Christian VIII of Denmark
16398	Q866699	Sonsorol
16399	Q6480982	Lamatuka
16400	Q33492	Kurukh
16401	Q1770351	East Florida
16402	Q82931	Coral Sea
16403	Q7087797	North Korean people
16404	Q6749828	Manipur Legislative Assembly
16405	Q427036	Tigray-Tigrinya people
16406	Q3396020	Central Pomo
16407	Q11024667	Duchy of Mecklenburg-Schwerin
16408	Q35650	Nyang language
16409	Q23541018	Grivna
16410	Q15987490	1922 Encyclopædia Britannica
16411	Q4492323	Paleo-Balkan mythology
16412	Q60057142	442-020
16413	Q15386	Medak district
16414	Q4080366	Bayat Castle
16415	Q3636023	Bijapur
16416	Q83324	Sibiu
16417	Q5923435	Hrangkhol
16418	Q4923943	Sak Sutsakhan
16419	Q40373	.tv
16420	Q23713536	Southeast Pashai
16421	Q5711	Uusimaa
16422	Q10550184	Kunggari
16423	Q643112	Tabora
16424	Q64549295	Похороненные в Боливии
16425	Q462674	flag of Transvaal
16426	Q2012234	Pernik Province
16427	Q2012050	Donetsk Oblast
16428	Q2131	Santiago Metropolitan Region
16429	Q1472650	Jerusalem Day
16430	Q36149	Mozabite
16431	Q7112261	outline of Fiji
16432	Q19039	Samtskhe-Javakheti
16433	Q15229186	Jaitpur
16434	Q12583	Spanish–American War
16435	Q3344791	Nottoway
16436	Q11183649	Andorra
16437	Q856788	Prey Veng Province
16438	Q844587	Prime Minister of Spain
16439	Q107390	federated state
16440	Q15921593	Republiko nasha, zdravey
16441	Q27941657	Duško Marković
16442	Q797197	BWIA West Indies Airways
16443	Q7115602	People from Cornwall
16444	Q50627	Møre og Romsdal
16445	Q10124610	Kesultanan Luwu
16446	Q12953739	Northwest Oaxaca Mixtec
16447	Q217442	Yazid I
16448	Q1982248	Biblical Hebrew
16449	Q3302929	Mayangna
16450	Q6684525	Zheng Maisi
16451	Q345161	Gustav Schädler
16452	Q2628	Walter Ulbricht
16453	Q951383	The Portuguese discovery of the sea route to India
16454	Q60740126	 British and related types
16455	Q3438373	Kanamarí
16456	Q648718	South Bačka District
16457	Q2374224	culture of Costa Rica
16458	Q1350568	Nenjiang
16459	Q7445362	Sedoa
16460	Q36152	Mbugu
16461	Q8365586	Deaths in Nicaragua
16462	Q211130	God Bless Fiji
16463	Q3915342	Kakanda
16464	Q7710868	Danishmend dynasty
16465	Q25648876	191
16466	Q6435191	Country data United Kingdom
16467	Q5779	Banda Aceh
16468	Q798581	Hethumids
16469	Q11029738	Pelende
16470	Q140472	Silesians
16471	Q341919	Acklins
16472	Q972260	Takwa
16473	Q12952417	Ersu language
16474	Q16201411	Indians in Venezuela
16475	Q2299231	Priekuļi Municipality
16476	Q14211	Prime Minister of the United Kingdom
16477	Q7802593	Zagwe dynasty
16478	Q8526830	Hoysala Empire
16479	Q4587583	Czech Republic
16480	Q12952883	Eastern Muria
16481	Q3024756	Battle of Porto Bello
16482	Q6333604	Kingdom of Prussia
16483	Q12952967	Nora language
16484	Q368100	Constantin Sănătescu
16485	Q736296	Câmpulung
16486	Q12182838	Chazumba Mixtec
16487	Q84122481	Maps of Uruguay
16488	Q13123409	Joba
16489	Q15712832	States Flag
16490	Q5528997	Gazaland
16491	Q256961	Electorate of Bavaria
16492	Q10488401	Erre
16493	Q6995633	Faroese people
16494	Q3007399	culture of Venezuela
16495	Q30323994	Niwer Mil
16496	Q7017	16th century
16497	Q3064409	Futuna-Aniwa
16498	Q1216140	outline of ancient Rome
16499	Q484479	Kyrgyz people
16500	Q929248	Dacian Cioloș
16501	Q55692012	Maps of Angola
16502	Q60117	.sn
16503	Q570618	Destrnik Municipality
16504	Q1454035	Potaro-Siparuni
16505	Q4925096	Blang
16506	Q16115423	Tippera
16507	Q34836	Ulysses S. Grant
16508	Q170284	Finns
16509	Q81079873	Goryeo period
16510	Q532	village
16511	Q748486	Western Province
16512	Q6740693	Mala Malasar
16513	Q7116805	Serbia and Montenegro
16514	Q2658603	West Saxon
16515	Q2338813	Swedish riksdaler
16516	Q2453777	geography of the Federated States of Micronesia
16517	Q1891	Bologna
16518	Q938153	King of Kings
16519	Q20081516	Sevastopol Shipyard
16520	Q1162751	Government of Hungary
16521	Q3531659	Tonsea
16522	Q49896	military dictatorship
16523	Q283772	flag of Gagauzia
16524	Q6779	00
16525	Q2485101	County of Chiny
16526	Q7828400	Totontepec Mixe
16527	Q6031707	Fukuhara-kyō
16528	Q186444	Treaty on the Non-Proliferation of Nuclear Weapons
16529	Q253410	Chuvash people
16530	Q28227	Maghreb
16531	Q13378058	Rečica ob Savinji Municipality
16532	Q7487786	Shamsuddin Ilyas Shah
16533	Q1474169	Indigenous peoples in Argentina
16534	Q188945	Olt County
16535	Q8458217	Films shot in Eswatini
16536	Q2605680	Chaura
16537	Q39416588	Dergé
16538	Q60939494	Gwalior (stato)
16539	Q35441	Kadaru
16540	Q2920146	Central Bank of Honduras
16541	Q7311553	Rembarunga
16542	Q4484804	Qolobaa Calankeed
16543	Q2386705	National Assembly of Afghanistan
16544	Q9679229	Décès dans le tsarat de Russie
16545	Q57434	Václav Klaus
16546	Q4939959	Bolo language
16547	Q156093	Taxila
16548	Q5317647	Duwet
16549	Q27927	Äynu
16550	Q3914404	Kimba language
16551	Q547221	Oldenburg
16552	Q1315203	culture of São Tomé and Príncipe
16553	Q7676386	Tairuma
16554	Q54312860	Kabatei
16555	Q1620908	historical region
16556	Q2584535	Parliament of Egypt
16557	Q179872	county of Ireland
16558	Q3503684	Asaro'o
16559	Q28411808	安徽省
16560	Q4084076	Бердичевский округ
16561	Q34983	Boko language
16562	Q36475	Nizaa language
16563	Q373510	March Forward, Dear Mother Ethiopia
16564	Q2299239	Skrunda Municipality
16565	Q309919	Clovis II
16566	Q782614	autonomous region
16567	Q11152243	Tepo Krumen
16568	Q8988017	Batavian Republic
16569	Q885644	Totonicapán Department
16570	Q8393355	Dutch Brazil
16571	Q2337	Smolensk
16572	Q57156537	West Bengal
16573	Q2191	Leningrad Oblast
16574	Q1759	Murmansk Oblast
16575	Q6714242	Muchinga Province
16576	Q656172	flag of the Transcaucasian Socialist Federative Soviet Republic
16577	Q192170	Prakrit
16578	Q597	Lisbon
16579	Q6800406	Luis Alberto Lacalle Pou
16580	Q878375	Fălești District
16581	Q8607484	Maps of Slovenia
16582	Q3439814	King of the French
16583	Q202598	Váh
16584	Q603200	Jamaican English
16585	Q3741	Special Region of Yogyakarta
16586	Q362268	Ali Muhammad Mujawar
16587	Q34806	Kose language
16588	Q233655	Bouïra Province
16589	Q1765001	National Assembly of Vietnam
16590	Q184275	Coat of arms of Latvia
16591	Q12632146	Haruai
16592	Q1969320	history of Singapore
16593	Q12208534	Cabinet of Morocco
16594	Q2472225	Latvian rublis
16595	Q32972	Comanche
16596	Q13995	Quindío Department
16597	Q36320	Hậu Giang
16598	Q1449	Genoa
16599	Q2344772	Malayan dollar
16600	Q201160	Coat of arms of Luxembourg
16601	Q130840	Eastern Cape
16602	Q331153	Mwanza Region
16603	Q310095	Teispes
16604	Q8607292	Maps of Argentina
16605	Q21698166	मणिपूर
16606	Q56037	East Berlin
16607	Q37883	.es
16608	Q7054041	North Babar
16609	Q4939470	Bolinhos de mandioca com mel
16610	Q8919	European Atomic Energy Community
16611	Q56787	Sucite language
16612	Q1340819	history of Mauritius
16613	Q10511016	Gurinji
16614	Q17615370	People of the Lugansk People's Republic
16615	Q3052971	Isconahua
16616	Q5223660	Darkinjung
16617	Q200972	Coat of arms of New Zealand
16618	Q382132	Sabirabad District
16619	Q15814083	Rheinhöhenweg 101
16620	Q302556	Catholic Encyclopedia
16621	Q1375050	Tage Reedtz-Thott
16622	Q12967	Leopold II of Belgium
16623	Q10368	Cirebon
16624	Q1710982	Judicial Committee of the Privy Council
16625	Q317642	Fania
16626	Q235110	Chuquisaca Department
16627	Q46264708	Yardliyawarra language
16628	Q3001	Paramaribo
16629	Q379821	Massagetae
16630	Q12643315	Tamnim Citak
16631	Q10719025	Wadjigu
16632	Q214215	La Paz
16633	Q3915854	Nembe language
16634	Q7112466	outline of Sudan
16635	Q728099	Matagalpa Department
16636	Q8685805	Ruanda-Urundi
16637	Q213671	Charles Frederick, Grand Duke of Baden
16638	Q36646	Tupuri
16639	Q3915378	Loo
16640	Q3915551	Cochimí
16641	Q36412	Sakapultek language
16642	Q28015461	President of Guinea-Bissau
16643	Q2945610	Sangkong
16644	Q739676	Cross River State
16645	Q62664215	Eastern Bontok
16646	Q11499	Jembrana
16647	Q651688	Beirut Governorate
16648	Q936679	geography of Namibia
16649	Q84090630	Maps of Tanzania
16650	Q15881	Jesenice Municipality
16651	Q12062190	Kostanjevica na Krki Municipality
16652	Q7022396	Ngiti
16653	Q2299214	Stopiņi Municipality
16654	Q42365	Old English
16655	Q2994010	Amvrosiivka Raion
16656	Q831370	Orientale Province
16657	Q3501858	Ucayali–Yurúa Ashéninka
16658	Q3448673	Maria language
16659	Q25101075	Terekeka State
16660	Q6326387	Unión de Cortes Islámicas
16661	Q7126121	Pal
16662	Q9108487	Verenigde Staten van Centraal-Amerika
16663	Q2249491	Valentyna Shevchenko
16664	Q717704	Walter Kieber
16665	Q8607311	Maps of Bolivia
16666	Q1173	Burgundy
16667	Q35003	Bilua
16668	Q43184	list of shahenshahs of the Sassanid Empire
16669	Q799720	Badwater Basin
16670	Q8056577	Births in Karnataka
16671	Q842266	Huehuetenango Department
16672	Q266593	Himno Nacional de Guatmala
16673	Q7801784	Tii
16674	Q2874710	Axamb
16675	Q15087	Franco-Provençal
16676	Q3088284	Afro Argentines
16677	Q19369849	Births in Telangana
16678	Q56900	Burate
16679	Q4316203	Nizhyn Okruha
16680	Q9526137	United States of Colombia
16681	Q99746	Eugen von Zimmerer
16682	Q484206	Persians
16683	Q3456410	Republic of Mulhouse
16684	Q12953920	Rana Tharu
16685	Q10510745	Gumatj
16686	Q3915921	Patamona
16687	Q206319	Brunei dollar
16688	Q557216	Divača Municipality
16689	Q3192339	Kamayo
16690	Q168925	flag of San Marino
16691	Q17329836	Larousse Encyclopedia online
16692	Q18977318	Khanate of Khiva
16693	Q171334	Zaporizhzhya Oblast
16694	Q11007144	Phimbi
16695	Q2093996	Viesīte Municipality
16696	Q3514927	Sumeri language
16697	Q3441103	Ban Khor Sign Language
16698	Q8053941	Births in Zambia
16699	Q13238	Udmurt
16700	Q11732670	Tabaru
16701	Q56271	Kamwe
16702	Q8730176	People from Chandigarh
16703	Q19363060	Films shot in Cape Verde
16704	Q15395	Srikakulam district
16705	Q493202	.nl
16706	Q960	Tuva Republic
16707	Q35686	Rutherford B. Hayes
16708	Q795985	Bay of Bengal Initiative for Multi-Sectoral Technical and Economic Cooperation
16709	Q6935252	Mum
16710	Q4283840	President of Armenia
16711	Q8444053	Fatimid Caliphate
16712	Q185271	flag of Papua New Guinea
16713	Q1193134	Gaga'ifomauga
16714	Q6773852	Marshallese culture
16715	Q2911863	Israeli Sign Language
16716	Q13993	Risaralda Department
16717	Q61053330	Standard Algerian Berber
16718	Q3145723	hôtel du comte d'Espie
16719	Q6994262	Estonians
16720	Q6827147	Mia Mottley
16721	Q25696246	Совет иттипақи
16722	Q509668	Løgting
16723	Q5329945	Eastern Acipa
16724	Q7068874	Nukna
16725	Q857122	South Region
16726	Q9259	UNESCO World Heritage Site
16727	Q15407179	Tharaka
16728	Q7148287	Twelfth Dynasty of Egypt
16729	Q842503	honduras la mera verga
16730	Q1585014	National Assembly of Venezuela
16731	Q7030374	Scottish people
16732	Q42634	.jo
16733	Q56274	Bacama
16734	Q7521268	Simte
16735	Q7709004	County palatine of Cephalonia and Zakynthos
16736	Q56582	Achang
16737	Q926028	Brazilian cruzado
16738	Q3914885	Saba
16739	Q6401546	Khiamniungan language
16740	Q35032	Eastern Orthodox Church
16741	Q823762	Ogooué-Lolo Province
16742	Q7987828	Western European Summer Time
16743	Q1415423	Quilombo
16744	Q216987	Cunene Province
16745	Q29963768	Namiibia (haliifreesk)
16746	Q1375755	Butaleja District
16747	Q9510923	Dalriada
16748	Q34290	Wu Chinese
16749	Q820469	Pravia
16750	Q434786	Arnaldo Forlani
16751	Q844921	Maseru District
16752	Q1375868	Bukwo District
16753	Q54157	Lubusz Voivodeship
16754	Q10087591	Neo-Assyrian Empire
16755	Q3023442	Deo juvante
16756	Q42740	Han Chinese people
16757	Q6049	Kyzyl
16758	Q204642	Ntungamo District
16759	Q2125645	Wolfgang Schüssel
16760	Q1357543	Congress of the Republic of Peru
16761	Q35910	Ngando language
16762	Q7112284	outline of Guyana
16763	Q4247675	Купянский округ
16764	Q4086488	Bijelo Polje Municipality
16765	Q6432187	Latin Empire
16766	Q7800805	Tidaá Mixtec
16767	Q35990	Lepcha
16768	Q204643	Jamaica, Land We Love
16769	Q1151066	Mukono District
16770	Q8995247	Kingdom of Luang Phrabang
16771	Q11732526	Ninggerum
16772	Q47683644	Chug language
16773	Q698706	Battle of Kosovo
16774	Q1584028	Hantam Local Municipality
16775	Q41358	Styria
16776	Q2336640	Aliiolani Hale
16777	Q212913	history of Vietnam
16778	Q22970290	Khua
16779	Q11159532	Tseku
16780	Q7149094	Kingdom of Yugoslavia
16781	Q131664	Qom Province
16782	Q3322064	Venezuelan Sign Language
16783	Q25258	Faroese
16784	Q2974842	lost city
16785	Q8874440	Tulunid dynasty
16786	Q3199710	Krikati-Timbira
16787	Q3914941	Mbato
16788	Q81286	flag of Sweden
16789	Q6590686	list of Monuments of National Importance in Andhra Pradesh
16790	Q11009194	Notre
16791	Q60061960	555
16792	Q33060	Blackfoot
16793	Q2701988	Naga Self-Administered Zone
16794	Q14379	Lake Maggiore
16795	Q3450590	Ngiri language
16796	Q2964457	Highland Oaxaca Chontal
16797	Q35876	Guarani
16798	Q3135164	Hibito
16799	Q1411173	Spain
16800	Q47904	Mario Monti
16801	Q309460	County of Hainaut
16802	Q203339	Mtskheta-Mtianeti
16803	Q3519302	Tewa language
16804	Q628	Bergamo
16805	Q2932604	Paku
16806	Q84043718	Maps of Swaziland
16807	Q11775688	Libyan Sign Language
16808	Q1516549	history of Naples
16809	Q209151	Folketing
16810	Q7959569	Wagi
16811	Q25743564	992
16812	Q23666	Great Britain
16813	Q202895	Nepalese rupee
16814	Q7112465	outline of Suriname
16815	Q1411881	Group of Ten
16816	Q6024	Dharmasraya
16817	Q2371831	culture of Mongolia
16818	Q41039	.dz
16819	Q2320876	Seiyun
16820	Q5340	Republic of Mordovia
16821	Q2436991	Gaude Mater Polonia
16822	Q1901454	Markus Büchel
16823	Q749618	Struga Municipality
16824	Q74687	Bulgarian National Bank
16825	Q767965	Matzikama Local Municipality
16826	Q6364300	Kanowit language
16827	Q541279	Angloromani
16828	Q33591	Mono language
16829	Q12952678	Kurudu
16830	Q80953	Kasaï-Oriental
16831	Q1445079	culture of Belarus
