headEntity	tailEntity	relation
1151	150	11
1151	3121	11
1157	432	11
1158	1094	83
1158	1591	38
1161	1	11
1163	432	11
1163	1499	61
1165	436	11
1165	436	80
1167	3125	22
1167	3153	61
1170	906	80
1170	2907	11
1171	427	11
1172	3111	11
1172	3181	11
1177	432	11
1177	1499	83
1189	1820	11
1190	920	142
1190	436	11
1191	2700	11
1191	2784	80
1192	2274	102
1192	2274	38
1194	432	11
1195	434	11
1197	2671	11
1198	432	11
1199	2299	11
1199	2291	11
1199	3197	11
1199	2778	58
1199	2191	83
1200	432	11
1202	1541	29
1203	2226	52
1203	1813	52
1203	2226	92
1203	2226	11
1203	2226	38
1205	3178	11
1206	3178	11
1207	1467	61
1207	1593	83
1207	177	46
1215	456	11
1217	3164	61
1217	2725	61
1217	979	61
1217	3164	83
1217	2725	83
1217	979	83
1217	1217	11
1230	1673	83
1245	3101	100
1245	109	58
1245	262	84
1250	886	11
1251	443	84
1251	2045	58
1253	891	11
1254	436	11
1254	2697	80
1256	897	11
1257	2254	61
1257	2254	83
1257	2254	68
1258	912	83
1267	3119	11
1269	58	80
1269	3165	65
1270	1400	11
1271	3165	84
1275	1406	11
1280	1280	11
1280	2825	83
1280	58	40
1280	1498	40
1280	3137	40
1290	2262	11
1291	465	11
1297	783	84
1297	2247	11
1298	432	11
1299	432	11
1300	432	11
1301	3250	38
1302	3250	38
1304	891	11
1305	1832	40
1305	3120	40
1305	2667	11
1305	3169	58
1306	427	11
1307	4	11
1312	2733	83
1312	1537	61
1312	1891	61
1312	1908	61
1312	1959	61
1312	95	61
1312	1537	65
1312	62	40
1312	1514	40
1312	1312	11
1326	432	11
1330	3159	83
1331	542	61
1331	2771	83
1340	432	11
1341	432	11
1345	2732	11
1346	1838	83
1346	455	61
1352	3304	22
1352	543	99
1354	3157	65
1361	432	11
1362	3105	11
1362	1362	11
1362	600	16
1362	1389	16
1362	2698	16
1362	428	16
1362	8	16
1362	441	16
1362	2242	16
1362	3105	40
1362	1389	40
1363	2655	52
1363	1364	52
1363	3093	52
1363	480	52
1363	480	65
1364	2763	11
1364	480	65
1364	3536	65
1366	3166	61
1368	2281	11
1369	432	11
1370	432	11
1371	432	11
1372	432	11
1373	432	11
1374	432	11
1375	432	11
1376	432	11
1377	432	11
1378	432	11
1379	3167	11
1379	461	83
1379	2665	83
1380	432	11
1381	1798	61
1381	1830	83
1382	2281	83
1383	870	58
1385	1397	83
1387	2268	38
1388	1388	11
1388	427	16
1388	4	16
1388	1398	16
1388	3102	16
1388	434	16
1388	16	16
1388	2960	16
1388	874	16
1388	2259	16
1388	3121	16
1388	897	16
1388	898	16
1388	433	16
1388	3115	16
1388	18	16
1388	2249	16
1388	447	16
1388	1409	16
1388	2250	16
1388	875	16
1388	1834	16
1388	877	16
1388	2247	16
1388	2686	16
1388	2524	16
1388	2227	16
1388	432	16
1388	3112	16
1388	892	16
1388	1405	16
1388	2684	16
1388	13	16
1388	2670	16
1388	3114	16
1388	1389	16
1388	3106	16
1388	2	16
1388	2229	16
1388	436	16
1388	2248	16
1388	3105	16
1388	874	40
1388	1834	40
1388	2249	40
1388	447	40
1388	3115	40
1388	18	40
1389	2675	40
1389	2672	40
1389	2	40
1389	2231	40
1389	1813	40
1389	3105	40
1389	2676	40
1389	1390	40
1389	2228	40
1389	3106	40
1389	2224	40
1389	1362	40
1389	2223	40
1389	426	40
1389	877	40
1389	3107	40
1389	2668	40
1389	2698	40
1389	1761	40
1389	3052	40
1389	1839	46
1389	906	58
1389	2268	102
1389	615	47
1389	426	16
1389	2	16
1389	4	16
1389	1819	16
1389	436	16
1389	2223	16
1389	1406	16
1389	441	16
1389	1394	16
1389	2960	16
1389	428	16
1389	2524	16
1389	3	16
1389	427	16
1389	2671	16
1389	1820	16
1389	9	16
1389	1409	16
1389	1412	16
1389	3107	16
1389	1398	16
1389	2698	16
1389	1362	16
1389	891	16
1389	2675	16
1389	873	16
1389	877	16
1389	432	16
1389	2683	16
1389	3114	16
1389	2672	16
1389	3106	16
1389	2224	16
1389	2670	16
1389	2229	16
1389	892	16
1389	1390	16
1389	3119	16
1389	3102	16
1389	2248	16
1389	3104	16
1389	2235	16
1389	884	16
1389	11	16
1389	2668	16
1389	2234	16
1389	2250	16
1389	8	16
1389	1395	16
1389	2230	16
1389	875	16
1389	13	16
1389	447	16
1389	893	16
1389	443	16
1389	2237	16
1389	12	16
1389	2249	16
1389	2684	16
1389	2669	16
1389	2226	16
1389	3122	16
1389	18	16
1389	1405	16
1389	2667	16
1389	3115	16
1389	433	16
1389	2232	16
1389	1391	16
1389	1396	16
1389	2686	16
1389	1413	16
1389	876	16
1389	879	16
1389	3101	16
1389	2666	16
1389	434	16
1389	1403	16
1389	0	16
1389	897	16
1389	2258	16
1389	3120	16
1389	1402	16
1389	894	16
1389	886	16
1389	883	16
1389	3121	16
1389	888	16
1389	1828	16
1389	2682	16
1389	890	16
1389	2259	16
1389	1410	16
1389	2676	16
1389	1407	16
1389	10	16
1389	2242	16
1389	3109	16
1389	1400	16
1389	435	16
1389	2240	16
1389	1816	16
1389	874	16
1389	16	16
1389	7	16
1389	1393	16
1389	3116	16
1389	895	16
1389	2251	16
1389	2244	16
1389	1822	16
1389	6	16
1389	2254	16
1389	881	16
1389	887	16
1389	885	16
1389	3103	16
1389	445	16
1389	2257	16
1389	5	16
1389	1388	16
1389	1404	16
1389	1833	16
1389	15	16
1389	1832	16
1389	2228	16
1389	1815	16
1389	2243	16
1389	430	16
1389	2245	16
1389	1	16
1389	878	16
1389	3117	16
1389	1821	16
1389	1483	16
1389	2246	16
1389	3112	16
1389	1814	16
1389	2255	16
1389	1411	16
1389	880	16
1389	2674	16
1389	446	16
1389	2227	16
1389	1389	11
1389	906	61
1389	2309	65
1389	462	65
1390	2672	40
1390	2231	40
1390	2228	40
1390	1389	40
1390	2668	40
1390	2268	40
1390	2226	40
1390	1390	11
1390	427	16
1390	1553	16
1390	1398	16
1390	877	16
1390	2672	16
1390	1389	16
1390	1813	16
1390	2231	16
1390	3104	16
1390	2524	16
1390	2227	16
1390	876	16
1390	2263	16
1390	2668	16
1390	2228	16
1390	3112	16
1390	2684	16
1390	426	16
1390	2229	16
1390	2248	16
1390	3105	16
1390	4	16
1390	2666	16
1390	66	61
1391	1391	11
1391	427	16
1391	4	16
1391	2672	16
1391	877	16
1391	429	16
1391	2232	16
1391	875	16
1391	3104	16
1391	2666	16
1391	3102	16
1391	1397	16
1391	2668	16
1391	2227	16
1391	2263	16
1391	5	16
1391	2684	16
1391	426	16
1391	1389	16
1391	1819	16
1391	2248	16
1391	1858	80
1391	1433	58
1391	2668	40
1391	877	40
1391	2666	40
1391	3102	40
1391	429	40
1391	1433	61
1392	1392	11
1392	427	16
1392	4	16
1392	1398	16
1392	2232	16
1392	2672	16
1392	877	16
1392	2247	16
1392	3102	16
1392	2259	16
1392	2263	16
1392	2224	16
1392	1820	16
1392	879	16
1392	2674	16
1392	3104	16
1392	6	16
1392	2666	16
1392	2667	16
1392	2227	16
1392	428	16
1392	3107	16
1392	2960	16
1392	3111	16
1392	2683	16
1392	2684	16
1392	895	16
1392	426	16
1392	1819	16
1392	1393	16
1392	2229	16
1392	2248	16
1392	2	16
1392	2670	16
1392	2284	61
1392	2232	40
1392	2666	40
1392	1819	40
1392	2674	40
1392	1393	40
1393	2674	40
1393	1819	40
1393	879	40
1393	1392	40
1393	2263	40
1393	1393	11
1393	427	16
1393	877	16
1393	426	16
1393	2229	16
1393	2227	16
1393	2263	16
1393	2259	16
1393	2684	16
1393	2232	16
1393	1819	16
1393	1389	16
1393	2223	16
1393	4	16
1393	3104	16
1393	1392	16
1393	878	16
1394	1394	11
1394	3	16
1394	1389	16
1394	4	16
1394	1412	16
1394	2672	16
1394	2247	16
1394	441	16
1394	3121	16
1394	875	16
1394	2268	16
1394	16	16
1394	2524	16
1394	6	16
1394	888	16
1394	432	16
1394	433	16
1394	2667	16
1394	464	16
1394	1821	16
1394	437	16
1394	1824	16
1394	8	16
1394	440	16
1394	2237	16
1394	1399	16
1394	2230	16
1394	3111	16
1394	1402	16
1394	3112	16
1394	892	16
1394	1405	16
1394	2684	16
1394	1406	16
1394	895	16
1394	2670	16
1394	3106	16
1394	436	16
1394	2229	16
1394	2	16
1394	2248	16
1394	3105	16
1394	9	16
1394	2666	16
1394	426	40
1395	2676	40
1395	1403	40
1395	11	40
1395	894	40
1395	893	40
1395	4	16
1395	877	16
1395	2231	16
1395	1819	16
1395	2676	16
1395	892	16
1395	893	16
1395	3104	16
1395	1403	16
1395	1816	16
1395	11	16
1395	875	16
1395	3112	16
1395	2684	16
1395	1389	16
1395	2229	16
1395	3111	16
1395	426	16
1395	1395	11
1396	1396	22
1396	3112	40
1396	432	40
1396	2765	40
1396	1396	11
1396	1396	81
1396	2524	16
1396	4	16
1396	1398	16
1396	3112	16
1396	2	16
1396	426	16
1396	875	16
1396	9	16
1396	1407	16
1396	2247	16
1396	877	16
1396	433	16
1396	2671	16
1396	432	16
1396	435	16
1396	892	16
1396	2223	16
1396	895	16
1396	1814	16
1396	2670	16
1396	3107	16
1396	2684	16
1396	12	16
1396	1406	16
1396	3114	16
1396	2235	16
1396	1389	16
1396	436	16
1396	3106	16
1396	2248	16
1396	2264	79
1397	1397	11
1397	4	16
1397	2669	16
1397	0	16
1397	426	16
1397	3102	16
1397	429	16
1397	1881	16
1397	427	16
1397	1391	16
1397	2684	16
1397	3105	16
1397	1385	58
1397	2669	40
1397	3102	40
1397	4	40
1397	2291	40
1397	2700	40
1397	1514	40
1397	62	40
1397	23	40
1397	1385	61
1398	426	16
1398	427	16
1398	3	16
1398	2671	16
1398	1389	16
1398	875	16
1398	435	16
1398	2524	16
1398	894	16
1398	16	16
1398	889	16
1398	1820	16
1398	3102	16
1398	2680	16
1398	2248	16
1398	1818	16
1398	0	16
1398	888	16
1398	2674	16
1398	1410	16
1398	1407	16
1398	3104	16
1398	2244	16
1398	1822	16
1398	1830	16
1398	6	16
1398	2	16
1398	887	16
1398	2682	16
1398	1392	16
1398	880	16
1398	429	16
1398	2227	16
1398	1829	16
1398	1401	16
1398	886	16
1398	2960	16
1398	2239	16
1398	2231	16
1398	874	16
1398	439	16
1398	884	16
1398	1813	16
1398	3103	16
1398	2229	16
1398	1399	16
1398	1400	16
1398	885	16
1398	890	16
1398	436	16
1398	432	16
1398	3111	16
1398	1402	16
1398	873	16
1398	9	16
1398	2679	16
1398	2223	16
1398	2241	16
1398	1388	16
1398	3114	16
1398	2243	16
1398	10	16
1398	1390	16
1398	1404	16
1398	2228	16
1398	878	16
1398	2685	16
1398	3112	16
1398	5	16
1398	446	16
1398	2670	16
1398	3107	16
1398	1833	16
1398	3121	16
1398	883	16
1398	2245	16
1398	1814	16
1398	2242	16
1398	897	16
1398	2224	16
1398	892	16
1398	882	16
1398	3109	16
1398	1821	16
1398	895	16
1398	2668	16
1398	1	16
1398	1816	16
1398	1823	16
1398	2247	16
1398	1819	16
1398	1396	16
1398	2232	16
1398	1824	16
1398	433	16
1398	2667	16
1398	1405	16
1398	2226	16
1398	2669	16
1398	2684	16
1398	2249	16
1398	12	16
1398	881	16
1398	2236	16
1398	2237	16
1398	428	16
1398	447	16
1398	877	16
1398	13	16
1398	2230	16
1398	8	16
1398	1406	16
1398	1409	16
1398	2250	16
1398	2263	16
1398	3106	16
1398	3113	16
1398	1413	16
1398	438	16
1398	4	16
1398	3105	16
1398	2666	16
1398	432	40
1398	435	40
1398	882	40
1398	881	40
1398	1398	11
1398	3167	58
1399	1399	11
1399	441	40
1399	1398	16
1399	2259	16
1399	875	16
1399	2268	16
1399	2237	16
1399	2524	16
1399	1818	16
1399	1394	16
1399	2684	16
1399	426	16
1399	3114	16
1399	3106	16
1399	2223	16
1399	2	16
1399	3105	16
1400	1400	11
1400	961	81
1400	1398	16
1400	4	16
1400	426	16
1400	2670	16
1400	2230	16
1400	431	16
1400	2684	16
1400	1389	16
1400	436	16
1400	3105	16
1400	9	16
1400	431	40
1400	2239	40
1400	890	40
1400	2670	40
1401	1401	11
1401	4	16
1401	1398	16
1401	2230	16
1401	2684	16
1401	2670	16
1401	426	16
1401	3105	16
1401	3110	40
1401	441	40
1401	426	40
1402	1402	11
1402	426	16
1402	427	16
1402	1398	16
1402	4	16
1402	3	16
1402	891	16
1402	3111	16
1402	2683	16
1402	877	16
1402	2671	16
1402	1483	16
1402	875	16
1402	2226	16
1402	3106	16
1402	428	16
1402	3104	16
1402	1394	16
1402	2227	16
1402	2960	16
1402	432	16
1402	2241	16
1402	2243	16
1402	1404	16
1402	892	16
1402	2247	16
1402	2684	16
1402	895	16
1402	1819	16
1402	1389	16
1402	2	16
1402	2229	16
1402	436	16
1402	2248	16
1402	3105	16
1402	2666	16
1402	1816	16
1402	428	40
1402	2683	40
1402	2241	40
1402	2247	40
1402	2243	40
1402	3111	40
1402	45	58
1403	2	40
1403	2676	40
1403	11	40
1403	1395	40
1403	1403	11
1403	2289	58
1403	2247	16
1403	875	16
1403	1395	16
1403	3112	16
1403	892	16
1403	11	16
1403	2684	16
1403	426	16
1403	1389	16
1403	2	16
1403	2229	16
1403	3111	16
1403	2248	16
1403	4	16
1403	2289	61
1404	1404	11
1404	427	16
1404	3	16
1404	1483	16
1404	1398	16
1404	2683	16
1404	426	16
1404	3111	16
1404	2247	16
1404	1819	16
1404	2230	16
1404	2671	16
1404	2235	16
1404	2524	16
1404	1402	16
1404	892	16
1404	2684	16
1404	13	16
1404	2670	16
1404	1389	16
1404	2229	16
1404	436	16
1404	2248	16
1404	3105	16
1404	4	16
1404	2683	40
1404	9	40
1405	1405	11
1405	3178	11
1405	2267	11
1405	1453	11
1405	1398	16
1405	2247	16
1405	1819	16
1405	2669	16
1405	1394	16
1405	2227	16
1405	3111	16
1405	1827	16
1405	895	16
1405	3112	16
1405	892	16
1405	432	16
1405	1388	16
1405	2231	16
1405	433	16
1405	2666	16
1405	2684	16
1405	426	16
1405	2223	16
1405	1389	16
1405	2248	16
1405	2	16
1405	436	16
1405	4	16
1405	3378	61
1406	1406	11
1406	427	16
1406	1389	16
1406	4	16
1406	1398	16
1406	2247	16
1406	877	16
1406	3114	16
1406	1822	16
1406	1819	16
1406	2223	16
1406	2684	16
1406	16	16
1406	3102	16
1406	3104	16
1406	1394	16
1406	3112	16
1406	2227	16
1406	2671	16
1406	432	16
1406	10	16
1406	895	16
1406	3107	16
1406	3101	16
1406	1483	16
1406	892	16
1406	441	16
1406	1396	16
1406	2670	16
1406	2667	16
1406	2	16
1406	426	16
1406	436	16
1406	3106	16
1406	2248	16
1406	3105	16
1406	1816	16
1406	2666	16
1406	2	40
1406	1822	40
1406	10	40
1406	613	58
1406	2726	58
1406	1947	47
1407	3112	40
1407	1407	11
1407	1398	16
1407	1396	16
1407	2671	16
1407	875	16
1407	2524	16
1407	432	16
1407	1822	16
1407	435	16
1407	436	16
1407	10	16
1407	3112	16
1407	2244	16
1407	892	16
1407	2684	16
1407	12	16
1407	895	16
1407	426	16
1407	3114	16
1407	1389	16
1407	2223	16
1407	4	16
1407	2	16
1407	3105	16
1408	3116	40
1408	3103	40
1408	2251	40
1408	1408	11
1408	4	16
1408	3103	16
1408	2684	16
1408	426	16
1408	2	16
1408	3106	16
1408	1549	58
1409	2227	16
1409	873	16
1409	1389	16
1409	433	16
1409	426	16
1409	2250	16
1409	4	16
1409	1398	16
1409	16	16
1409	1410	16
1409	2254	16
1409	2960	16
1409	874	16
1409	1388	16
1409	2259	16
1409	2685	16
1409	1833	16
1409	3121	16
1409	897	16
1409	2249	16
1409	3	16
1409	2524	16
1409	2	16
1409	436	16
1409	9	16
1409	2684	16
1409	3105	16
1409	2250	40
1409	2249	40
1409	2254	40
1409	2685	40
1409	1833	40
1409	3121	40
1409	16	40
1409	1410	40
1409	1409	11
1410	3121	40
1410	433	40
1410	1409	40
1410	2250	40
1410	1410	11
1410	4	16
1410	1398	16
1410	3121	16
1410	433	16
1410	2684	16
1410	426	16
1410	1389	16
1410	3106	16
1410	2	16
1410	2248	16
1410	3105	16
1410	1409	16
1410	3253	58
1411	1413	40
1411	1411	11
1411	4	16
1411	426	16
1411	3111	16
1411	2684	16
1411	895	16
1411	1389	16
1411	3106	16
1411	2248	16
1411	3105	16
1411	2666	16
1412	16	16
1412	3	16
1412	2	16
1412	1394	16
1412	2671	16
1412	4	16
1412	1	16
1412	1413	16
1412	1389	16
1412	426	16
1412	2684	16
1412	3105	16
1412	1412	11
1412	3178	11
1412	3178	58
1413	1832	40
1413	15	40
1413	444	40
1413	445	40
1413	1411	40
1413	4	16
1413	1412	16
1413	1398	16
1413	1832	16
1413	2670	16
1413	2684	16
1413	426	16
1413	3111	16
1413	1389	16
1413	2248	16
1413	2	16
1413	436	16
1413	1413	11
1413	2322	61
1414	436	11
1414	436	80
1414	901	40
1414	1837	40
1415	436	11
1415	436	80
1415	20	40
1415	27	40
1415	2260	40
1415	2220	40
1415	2220	84
1416	436	11
1416	436	80
1416	1415	40
1416	27	40
1416	2220	84
1416	2735	84
1417	436	11
1417	436	80
1417	27	40
1417	2260	40
1417	904	40
1417	900	40
1417	3123	40
1418	1542	11
1418	2227	11
1418	876	40
1418	1542	80
1419	18	11
1420	450	16
1420	1078	52
1420	617	52
1420	22	58
1420	1901	84
1420	3206	84
1420	75	84
1421	1495	52
1421	3300	52
1422	2674	80
1422	2674	11
1422	1819	16
1422	507	61
1422	1819	65
1422	2674	62
1423	1477	83
1423	1477	11
1424	2701	11
1424	1424	11
1424	28	38
1424	2701	80
1424	28	80
1424	426	16
1424	2701	103
1425	2701	11
1425	28	80
1425	2701	80
1425	2701	103
1426	435	11
1426	1426	11
1426	2684	16
1427	3162	84
1427	456	58
1427	52	58
1427	3232	58
1427	1059	58
1427	563	58
1427	3163	58
1427	1437	80
1427	941	80
1427	1427	11
1427	1437	103
1427	941	103
1427	2291	40
1427	456	29
1430	2	65
1430	2684	65
1430	2	52
1430	2684	52
1431	2259	83
1433	4	40
1433	2668	40
1433	3102	40
1433	2666	40
1433	1816	40
1433	2268	40
1433	1843	40
1433	877	40
1433	117	40
1433	2320	40
1433	1553	16
1433	2224	16
1433	2668	16
1433	2268	16
1433	4	16
1433	429	83
1433	1391	83
1433	2700	61
1433	2279	61
1433	1433	11
1434	435	16
1434	2	16
1434	2684	16
1434	1434	11
1435	427	40
1435	2229	40
1435	2666	40
1435	1816	40
1435	879	40
1435	3104	40
1435	3102	40
1435	2733	52
1435	2284	52
1435	587	52
1435	463	52
1435	3102	16
1435	427	16
1435	2268	16
1435	1843	16
1435	4	16
1435	1435	11
1436	1456	83
1436	450	61
1436	1436	11
1437	923	83
1437	941	61
1437	462	40
1437	2700	40
1437	2671	40
1437	2669	40
1437	2227	40
1437	506	84
1438	436	80
1438	2260	40
1438	27	40
1438	2260	81
1438	27	81
1438	3364	81
1438	436	11
1439	436	11
1439	3178	11
1439	425	80
1439	900	40
1439	3124	40
1439	425	84
1440	1456	58
1440	2281	84
1441	270	61
1442	2267	11
1442	2290	22
1443	29	83
1447	876	84
1448	436	11
1448	436	80
1448	900	40
1448	2935	61
1448	425	84
1449	2282	61
1449	2671	11
1449	472	83
1450	1450	11
1451	81	58
1451	2960	83
1452	2277	84
1452	1873	58
1454	2235	11
1456	3210	52
1456	1436	61
1456	1436	58
1456	1506	84
1456	1863	84
1456	1440	84
1456	2273	83
1456	1456	11
1457	2296	83
1457	493	83
1457	485	61
1458	1855	11
1458	2092	61
1458	646	83
1459	1437	11
1459	2700	40
1459	2291	40
1461	1717	47
1461	456	38
1461	2281	11
1464	1437	80
1464	941	80
1464	1437	11
1465	2353	83
1465	1437	80
1465	1465	11
1465	1437	11
1465	48	29
1466	2225	46
1466	3100	46
1466	2664	46
1466	2306	61
1466	974	61
1466	3167	83
1467	3313	58
1467	41	60
1468	2268	11
1468	2268	80
1468	2228	83
1468	3141	65
1469	474	58
1469	427	11
1470	499	58
1470	1738	58
1470	1482	84
1470	60	40
1470	1593	61
1473	2667	83
1473	499	58
1473	177	58
1473	267	58
1473	2857	58
1473	1473	11
1473	177	61
1473	1477	38
1474	2290	22
1474	891	60
1474	891	83
1477	1674	83
1477	2307	83
1477	1473	58
1477	1473	61
1477	3150	61
1477	2380	61
1477	1423	61
1477	127	38
1477	239	40
1477	1473	65
1478	2223	11
1478	3458	61
1478	958	83
1481	1179	58
1481	2268	40
1481	363	40
1481	2	40
1482	1674	83
1482	127	38
1482	1482	11
1483	3060	65
1483	1483	11
1483	3	16
1483	2247	16
1483	2960	16
1483	434	16
1483	879	16
1483	2227	16
1483	876	16
1483	432	16
1483	3112	16
1483	892	16
1483	1402	16
1483	2670	16
1483	1816	16
1483	433	16
1483	428	16
1483	441	16
1483	2684	16
1483	13	16
1483	1406	16
1483	426	16
1483	1819	16
1483	1389	16
1483	3111	16
1483	2	16
1483	436	16
1483	3106	16
1483	2248	16
1483	890	16
1483	2666	16
1485	492	61
1485	1485	11
1486	2235	40
1486	2675	40
1486	3111	40
1486	1486	11
1492	891	83
1492	1520	61
1493	2671	11
1494	34	40
1494	1482	11
1494	2667	11
1494	60	29
1495	3300	58
1495	3138	84
1496	8	11
1496	8	60
1497	428	11
1498	2825	83
1498	995	61
1498	1498	11
1499	2901	83
1499	1163	83
1499	1177	61
1499	432	11
1500	432	11
1501	1855	11
1501	1855	80
1502	2420	61
1503	2249	83
1506	456	84
1506	1456	58
1506	1717	65
1508	447	11
1509	1911	83
1509	975	61
1512	1855	11
1514	983	61
1514	62	83
1514	923	40
1514	23	40
1514	1858	40
1514	2771	40
1514	2733	40
1514	3166	40
1514	2669	40
1514	1397	40
1514	1312	40
1515	2318	83
1519	1040	84
1520	1492	83
1521	1821	11
1522	499	61
1522	499	58
1522	41	141
1523	433	11
1524	2843	61
1524	1953	83
1524	1066	83
1529	570	58
1529	571	84
1530	1818	84
1532	150	11
1532	3121	11
1535	456	11
1537	1312	83
1537	2700	61
1537	983	61
1537	1312	65
1538	531	58
1538	1933	84
1539	432	11
1540	571	58
1540	106	84
1541	1820	83
1541	2230	83
1541	1541	11
1542	2227	46
1542	2673	46
1542	1418	46
1542	2227	65
1542	4	40
1542	1542	11
1542	2227	52
1542	2673	52
1542	1418	52
1544	875	11
1544	2486	83
1544	254	83
1545	54	80
1546	1830	11
1546	897	11
1549	1408	84
1551	3104	11
1551	2722	84
1551	2722	83
1553	906	102
1553	3195	16
1553	2231	16
1553	1390	16
1553	2228	16
1553	1433	16
1553	1813	16
1553	2707	84
1554	2321	84
1556	2041	52
1556	2031	52
1556	3457	58
1556	2580	84
1563	447	11
1563	447	141
1563	2014	65
1568	2667	11
1572	1815	11
1578	955	102
1578	955	83
1578	879	11
1581	436	11
1581	2245	11
1583	339	83
1583	2779	61
1586	1973	58
1586	452	84
1589	1855	11
1591	1423	83
1591	1477	11
1592	436	11
1592	1855	11
1593	2667	11
1593	1470	83
1594	891	11
1598	2	11
1601	88	58
1602	433	11
1602	433	62
1602	3122	62
1603	433	11
1606	427	11
1607	1875	11
1607	2490	61
1607	826	84
1610	436	11
1611	436	11
1615	3	11
1615	3178	11
1619	462	11
1625	880	11
1626	2254	11
1628	880	11
1630	892	11
1634	8	11
1636	1820	11
1645	432	11
1649	436	11
1650	1855	11
1652	1652	11
1653	2675	11
1654	2336	68
1658	288	58
1658	3166	84
1659	246	84
1659	2664	80
1659	875	11
1661	875	11
1662	931	102
1663	436	11
1663	900	83
1663	3124	83
1663	436	80
1664	1	11
1666	4	11
1668	1830	61
1673	436	11
1673	663	11
1673	436	80
1673	2261	83
1673	2327	61
1674	2763	83
1674	127	61
1675	2671	83
1676	432	11
1677	897	11
1679	2743	83
1679	3388	61
1679	161	61
1679	2716	38
1679	239	65
1683	1833	11
1684	3393	41
1686	436	11
1686	436	80
1688	2	83
1689	1689	24
1697	1412	90
1697	1412	11
1701	2266	66
1701	2812	65
1702	906	61
1702	3195	61
1702	2970	61
1702	3337	61
1702	2292	83
1702	194	83
1702	906	83
1703	2422	58
1703	1991	84
1704	804	65
1704	804	101
1706	432	11
1707	1707	11
1708	432	11
1709	2667	11
1709	3169	58
1709	1305	84
1709	768	128
1711	441	11
1711	862	61
1711	3514	83
1713	2667	11
1719	2685	83
1719	2685	11
1720	1430	60
1721	2	11
1723	1411	11
1723	1413	40
1723	1411	83
1724	436	11
1729	2722	40
1729	2733	61
1736	426	11
1737	2223	11
1737	801	61
1737	3013	83
1738	499	58
1738	1470	84
1740	465	11
1741	432	11
1742	432	11
1743	432	11
1744	432	11
1745	3250	38
1746	2009	38
1746	3130	38
1756	1389	16
1759	3250	38
1760	2523	92
1760	2309	65
1761	877	40
1761	1389	40
1761	3052	40
1761	877	62
1761	877	110
1762	891	11
1763	3052	58
1763	1761	58
1763	3052	84
1763	1761	84
1764	151	58
1764	2306	84
1765	1876	11
1765	456	11
1774	2251	77
1775	25	40
1775	870	84
1775	1775	11
1776	3197	61
1776	3197	83
1776	1875	11
1777	3393	41
1779	1872	61
1780	1312	11
1784	2816	84
1784	2024	84
1793	2245	11
1794	1832	11
1796	432	11
1798	2829	61
1798	2401	61
1798	2829	58
1798	2401	58
1798	1381	83
1805	432	11
1806	432	11
1807	432	11
1808	432	11
1809	432	11
1810	432	11
1811	432	11
1813	1813	11
1813	2524	16
1813	427	16
1813	4	16
1813	1553	16
1813	1398	16
1813	877	16
1813	2672	16
1813	2671	16
1813	1390	16
1813	2227	16
1813	9	16
1813	1833	16
1813	3121	16
1813	2263	16
1813	2223	16
1813	876	16
1813	2224	16
1813	2232	16
1813	433	16
1813	2231	16
1813	6	16
1813	874	16
1813	2226	16
1813	428	16
1813	2242	16
1813	3112	16
1813	892	16
1813	2684	16
1813	2670	16
1813	426	16
1813	3111	16
1813	2229	16
1813	2	16
1813	2666	16
1813	2226	40
1813	2224	40
1813	1389	40
1813	2268	40
1814	2701	11
1814	2701	65
1814	427	16
1814	1398	16
1814	4	16
1814	877	16
1814	2247	16
1814	2672	16
1814	9	16
1814	428	16
1814	2227	16
1814	2232	16
1814	433	16
1814	1396	16
1814	2263	16
1814	0	16
1814	879	16
1814	3104	16
1814	3111	16
1814	3120	16
1814	3112	16
1814	432	16
1814	2670	16
1814	2230	16
1814	892	16
1814	2684	16
1814	426	16
1814	1389	16
1814	2223	16
1814	2	16
1814	2229	16
1814	2666	16
1814	457	61
1814	4	40
1814	0	40
1814	2701	80
1815	1280	47
1815	877	40
1815	1816	40
1815	600	40
1815	1815	11
1815	427	16
1815	4	16
1815	2672	16
1815	877	16
1815	2232	16
1815	3102	16
1815	2227	16
1815	1816	16
1815	2667	16
1815	2669	16
1815	2684	16
1815	426	16
1815	2226	16
1815	1389	16
1815	2229	16
1816	1816	11
1816	2524	16
1816	427	16
1816	4	16
1816	1398	16
1816	1406	16
1816	2	16
1816	877	16
1816	2247	16
1816	9	16
1816	2671	16
1816	892	16
1816	875	16
1816	2232	16
1816	2674	16
1816	6	16
1816	2677	16
1816	2227	16
1816	2229	16
1816	2666	16
1816	873	16
1816	1815	16
1816	2228	16
1816	1483	16
1816	2224	16
1816	895	16
1816	2668	16
1816	2670	16
1816	3112	16
1816	1395	16
1816	2667	16
1816	2669	16
1816	428	16
1816	2684	16
1816	426	16
1816	1819	16
1816	1389	16
1816	2675	16
1816	2235	16
1816	3104	16
1816	3106	16
1816	2268	16
1816	3111	16
1816	3113	16
1816	1402	16
1816	13	16
1816	2825	61
1816	877	40
1816	2666	40
1816	1819	40
1816	3104	40
1816	1815	40
1816	1433	40
1816	2284	40
1816	2268	40
1816	2668	40
1816	463	40
1816	1435	40
1816	2881	47
1817	1817	11
1817	427	16
1817	2671	16
1817	4	16
1817	2684	16
1817	426	16
1817	3105	16
1817	2671	40
1817	2667	40
1818	1818	11
